['01', '13', '26', '15', '33', '17', '13']
['31', '12', '04', '02', '18', '23', '08']
['28', '20', '01', '11', '18', '29', '01']
['19', '30', '21', '09', '02', '14', '04']
['01', '11', '05', '29', '04', '30', '14']
['22', '31', '17', '19', '14', '26', '02']
['28', '30', '13', '15', '33', '09', '08']
['21', '19', '24', '10', '23', '16', '13']
['26', '32', '17', '03', '25', '23', '13']
['32', '07', '23', '16', '17', '06', '06']
['24', '25', '16', '09', '17', '06', '16']
['11', '19', '08', '10', '12', '29', '15']
['02', '22', '18', '10', '11', '17', '10']
['04', '02', '09', '22', '11', '19', '15']
['27', '04', '28', '09', '33', '21', '12']
['02', '14', '05', '09', '33', '24', '09']
['33', '28', '25', '15', '12', '20', '14']
['21', '18', '07', '22', '11', '16', '02']
['04', '12', '03', '11', '06', '15', '08']
['15', '31', '11', '03', '19', '20', '07']
['23', '07', '24', '22', '33', '04', '16']
['24', '14', '25', '30', '06', '13', '07']
['08', '11', '07', '09', '01', '22', '03']
['17', '07', '33', '32', '08', '09', '06']
['01', '08', '04', '25', '03', '31', '06']
['33', '13', '32', '28', '05', '23', '12']
['33', '14', '29', '22', '01', '02', '07']
['27', '10', '21', '16', '17', '04', '14']
['30', '12', '19', '24', '18', '23', '10']
['07', '21', '16', '29', '02', '14', '14']
['16', '21', '27', '30', '32', '06', '05']
['31', '08', '30', '14', '16', '10', '01']
['23', '06', '11', '05', '02', '01', '14']
['16', '30', '01', '05', '14', '10', '16']
['08', '10', '16', '23', '20', '30', '09']
['09', '21', '17', '13', '07', '22', '10']
['06', '21', '26', '07', '10', '04', '16']
['29', '10', '22', '17', '15', '08', '12']
['09', '25', '14', '23', '24', '17', '15']
['20', '15', '19', '10', '02', '21', '07']
['13', '33', '30', '21', '17', '18', '15']
['26', '06', '25', '04', '14', '07', '10']
['07', '02', '24', '21', '03', '13', '08']
['11', '19', '30', '32', '33', '02', '09']
['04', '22', '25', '19', '29', '09', '15']
['15', '21', '13', '05', '17', '09', '13']
['21', '24', '19', '01', '11', '08', '08']
['14', '13', '21', '32', '09', '10', '02']
['33', '31', '05', '07', '20', '08', '11']
['19', '20', '09', '25', '08', '32', '16']
['30', '21', '16', '14', '05', '29', '12']
['28', '12', '14', '18', '08', '10', '14']
['07', '27', '17', '03', '04', '21', '14']
['33', '18', '15', '32', '27', '23', '04']
['25', '01', '19', '24', '04', '22', '15']
['10', '33', '30', '06', '28', '11', '12']
['32', '04', '31', '33', '23', '21', '04']
['09', '27', '29', '20', '03', '15', '01']
['19', '11', '07', '29', '24', '14', '05']
['18', '28', '11', '08', '33', '13', '10']
['06', '04', '16', '18', '29', '14', '05']
['09', '33', '03', '19', '10', '28', '09']
['15', '26', '01', '25', '29', '16', '10']
['25', '18', '32', '09', '26', '30', '11']
['06', '22', '11', '12', '14', '17', '01']
['19', '30', '17', '02', '15', '16', '08']
['30', '20', '25', '32', '33', '08', '01']
['13', '10', '24', '16', '23', '06', '15']
['27', '19', '31', '05', '12', '07', '02']
['27', '18', '32', '21', '22', '12', '11']
['12', '20', '29', '14', '22', '11', '14']
['05', '04', '31', '03', '25', '30', '04']
['22', '12', '13', '21', '05', '01', '10']
['11', '27', '07', '21', '13', '08', '08']
['27', '28', '24', '16', '15', '04', '03']
['27', '17', '04', '19', '24', '23', '10']
['26', '16', '18', '06', '04', '14', '06']
['24', '31', '09', '23', '29', '25', '12']
['25', '17', '18', '01', '19', '29', '10']
['22', '12', '04', '07', '25', '19', '01']
['22', '27', '20', '23', '25', '21', '12']
['19', '12', '17', '26', '06', '04', '09']
['03', '01', '16', '33', '15', '31', '08']
['27', '31', '14', '05', '10', '06', '14']
['25', '31', '17', '13', '07', '19', '08']
['22', '13', '03', '20', '02', '33', '14']
['19', '31', '04', '33', '10', '27', '16']
['28', '25', '04', '08', '18', '06', '16']
['09', '15', '30', '03', '25', '23', '07']
['25', '02', '11', '17', '01', '06', '02']
['27', '07', '10', '26', '15', '13', '11']
['07', '06', '05', '25', '27', '04', '07']
['06', '23', '18', '13', '05', '31', '11']
['20', '26', '22', '15', '32', '05', '09']
['33', '32', '02', '17', '03', '22', '16']
['33', '27', '24', '12', '09', '13', '16']
['21', '33', '12', '32', '26', '15', '07']
['03', '18', '27', '17', '16', '12', '08']
['21', '17', '04', '06', '33', '23', '07']
['33', '24', '07', '04', '17', '11', '09']
['31', '13', '12', '22', '01', '06', '07']
['06', '02', '33', '03', '01', '08', '13']
['21', '18', '17', '29', '32', '15', '13']
['24', '09', '23', '29', '32', '27', '08']
['31', '32', '21', '28', '16', '22', '05']
['17', '11', '28', '31', '07', '09', '11']
['11', '32', '09', '23', '30', '31', '06']
['11', '27', '01', '31', '32', '23', '09']
['17', '02', '28', '04', '15', '01', '11']
['04', '20', '09', '18', '02', '13', '07']
['16', '05', '08', '02', '06', '04', '03']
['05', '23', '32', '09', '27', '07', '01']
['20', '16', '08', '04', '14', '11', '11']
['20', '26', '31', '21', '05', '11', '03']
['19', '20', '26', '07', '15', '18', '14']
['17', '23', '22', '14', '25', '05', '07']
['28', '22', '01', '30', '02', '29', '15']
['29', '28', '19', '15', '01', '06', '10']
['14', '02', '22', '18', '04', '20', '07']
['31', '26', '08', '02', '29', '01', '14']
['26', '11', '07', '21', '31', '15', '06']
['31', '14', '24', '28', '04', '25', '10']
['11', '24', '02', '23', '05', '29', '08']
['04', '08', '19', '25', '21', '12', '13']
['15', '09', '21', '22', '24', '20', '14']
['24', '28', '23', '02', '13', '19', '05']
['02', '11', '26', '04', '16', '13', '11']
['02', '12', '16', '08', '14', '32', '16']
['21', '07', '05', '09', '20', '11', '03']
['12', '19', '14', '06', '23', '05', '09']
['22', '14', '20', '04', '13', '30', '06']
['01', '10', '31', '13', '04', '21', '13']
['23', '28', '11', '32', '10', '12', '16']
['26', '07', '22', '19', '13', '17', '13']
['05', '26', '17', '27', '18', '03', '15']
['09', '14', '26', '24', '29', '23', '03']
['23', '24', '29', '30', '14', '26', '03']
['04', '09', '06', '33', '25', '30', '14']
['06', '08', '32', '14', '03', '19', '03']
['13', '20', '28', '17', '09', '02', '11']
['08', '33', '14', '19', '11', '02', '09']
['21', '12', '26', '28', '05', '23', '09']
['02', '28', '10', '30', '09', '03', '06']
['30', '16', '18', '17', '07', '33', '06']
['13', '20', '25', '02', '27', '07', '06']
['09', '01', '04', '30', '15', '22', '06']
['17', '16', '20', '01', '03', '32', '07']
['23', '07', '30', '19', '18', '29', '02']
['13', '25', '22', '09', '32', '01', '12']
['31', '20', '15', '23', '10', '18', '12']
['22', '19', '06', '01', '07', '27', '02']
['06', '05', '18', '13', '12', '07', '12']
['07', '05', '20', '13', '19', '10', '15']
['27', '29', '03', '10', '24', '18', '09']
['24', '08', '11', '21', '17', '23', '05']
['13', '19', '26', '16', '28', '23', '05']
['12', '29', '26', '03', '25', '28', '16']
['32', '19', '27', '18', '22', '08', '06']
['08', '14', '04', '03', '28', '21', '14']
['30', '22', '03', '33', '13', '12', '14']
['14', '22', '24', '06', '21', '07', '13']
['29', '08', '15', '28', '19', '12', '02']
['22', '07', '03', '13', '25', '18', '03']
['16', '32', '14', '10', '21', '13', '14']
['32', '28', '30', '10', '17', '13', '04']
['01', '27', '17', '30', '11', '08', '12']
['19', '03', '24', '26', '16', '20', '06']
['07', '06', '14', '31', '08', '23', '12']
['28', '26', '11', '03', '18', '05', '06']
['17', '25', '06', '15', '14', '03', '16']
['15', '08', '33', '13', '01', '12', '03']
['23', '17', '10', '02', '24', '12', '05']
['10', '02', '12', '04', '17', '30', '10']
['02', '15', '24', '29', '01', '14', '06']
['15', '10', '12', '14', '19', '09', '11']
['18', '15', '32', '28', '27', '02', '14']
['29', '05', '31', '09', '27', '04', '13']
['26', '17', '15', '14', '30', '01', '02']
['20', '06', '22', '33', '26', '15', '09']
['06', '28', '17', '19', '13', '05', '01']
['04', '21', '29', '30', '33', '25', '03']
['03', '15', '14', '13', '33', '21', '03']
['25', '26', '07', '29', '18', '14', '06']
['29', '23', '06', '19', '10', '07', '12']
['07', '25', '08', '26', '28', '14', '13']
['24', '21', '01', '12', '04', '02', '12']
['22', '04', '31', '15', '14', '11', '11']
['30', '16', '18', '25', '17', '24', '08']
['04', '23', '30', '05', '27', '13', '09']
['32', '03', '15', '06', '18', '30', '05']
['15', '07', '04', '02', '20', '09', '07']
['19', '31', '26', '01', '17', '06', '11']
['16', '01', '07', '21', '12', '08', '01']
['20', '26', '16', '05', '01', '02', '06']
['30', '08', '28', '29', '13', '02', '05']
['31', '12', '30', '32', '04', '06', '09']
['12', '06', '02', '28', '14', '05', '05']
['05', '18', '13', '06', '07', '11', '15']
['05', '17', '19', '20', '04', '02', '08']
['06', '19', '13', '28', '05', '22', '09']
['06', '28', '22', '17', '29', '14', '02']
['12', '03', '17', '27', '29', '24', '09']
['32', '01', '09', '17', '33', '11', '12']
['04', '16', '23', '01', '13', '09', '02']
['17', '32', '03', '25', '08', '21', '15']
['32', '02', '15', '26', '09', '22', '01']
['22', '13', '30', '09', '10', '17', '13']
['01', '25', '32', '13', '31', '14', '12']
['10', '27', '06', '16', '20', '32', '08']
['22', '28', '23', '26', '33', '27', '09']
['16', '30', '01', '22', '28', '18', '12']
['06', '15', '25', '08', '24', '14', '06']
